montant,heure,pays,appareil,type_transaction,nombre_transactions_24h,ecart_moyenne,transaction_etrangere,nouvel_appareil,transactions_rapides,categorie_commercant,score_risque_localisation,score_risque_ip,fraude
1298.09,2,Nigeria,mobile,withdrawal,4,0.81,0,0,1,luxury,82,47,0
2752.59,12,USA,ATM,withdrawal,2,-0.44,1,1,0,luxury,19,90,1
2031.1,15,Nigeria,mobile,purchase,2,0.68,1,1,0,electronics,69,95,1
919.24,8,Germany,web,withdrawal,3,-0.24,0,0,1,electronics,64,3,0
7108.91,7,USA,web,withdrawal,0,-1.12,0,0,0,electronics,71,24,0
5347.33,23,France,mobile,transfer,1,-1.16,1,0,0,travel,37,47,0
784.85,5,Germany,mobile,transfer,4,-0.5,0,0,0,food,63,71,0
2715.48,1,Madagascar,mobile,withdrawal,3,0.07,0,1,1,luxury,32,52,0
1691.78,5,Germany,ATM,purchase,4,-0.3,1,0,1,food,5,62,0
600.89,18,Russia,mobile,payment,5,0.82,0,0,0,electronics,32,13,0
724.28,17,France,ATM,withdrawal,3,-0.09,1,1,1,gaming,61,52,0
840.54,5,Russia,web,withdrawal,3,0.17,1,1,0,food,46,59,1
2811.77,23,Madagascar,ATM,withdrawal,3,0.22,1,1,1,groceries,94,18,0
1885.69,6,Madagascar,mobile,purchase,4,0.96,1,0,0,food,83,80,0
1142.31,19,South Africa,ATM,withdrawal,1,-0.09,1,0,0,groceries,83,95,0
2014.48,23,Russia,web,transfer,3,-0.84,0,1,1,luxury,33,75,0
6295.15,23,Nigeria,ATM,purchase,2,1.68,1,1,1,travel,31,77,0
4258.6,22,France,ATM,payment,3,0.84,1,1,1,travel,62,89,1
8118.24,1,Germany,ATM,transfer,3,0.33,0,0,1,food,95,39,0
2372.47,3,South Africa,mobile,withdrawal,3,-0.53,1,1,0,travel,66,36,1
14802.59,15,Madagascar,ATM,withdrawal,2,-0.56,0,1,1,food,68,63,0
4222.07,2,France,ATM,payment,2,-0.93,1,0,0,travel,29,84,1
1828.19,6,France,ATM,transfer,1,-0.39,0,0,0,electronics,31,56,0
3271.33,2,Russia,mobile,purchase,5,-0.61,1,1,0,electronics,14,63,1
855.7,6,Germany,mobile,payment,3,0.3,1,0,1,travel,12,16,0
2194.73,10,France,web,transfer,5,0.7,0,1,1,travel,9,12,0
4582.38,15,USA,mobile,transfer,2,-0.07,0,1,1,gaming,85,32,0
5495.42,15,South Africa,mobile,withdrawal,4,0.89,1,0,1,luxury,99,20,0
1977.99,23,USA,ATM,transfer,4,-0.09,0,0,0,groceries,5,82,0
45884.86,13,Madagascar,ATM,withdrawal,2,-0.48,0,0,1,groceries,58,47,0
2509.38,15,Nigeria,mobile,transfer,1,0.31,1,1,1,food,30,11,0
556.47,19,South Africa,ATM,payment,2,-1.31,1,0,0,gaming,83,80,0
10029.31,6,South Africa,web,purchase,0,0.71,0,1,0,groceries,70,17,0
5470.51,22,Russia,mobile,purchase,0,0.29,0,1,1,travel,47,46,0
3758.18,1,Germany,web,transfer,2,-0.31,1,1,1,gaming,64,41,1
1872.59,8,Germany,mobile,payment,1,0.72,1,1,1,groceries,77,59,0
4417.58,4,Madagascar,ATM,transfer,4,0.12,1,1,1,electronics,17,74,1
15048.24,9,South Africa,web,transfer,3,-0.67,1,0,0,gaming,42,9,0
3646.9,10,Germany,web,withdrawal,1,-2.5,0,0,0,travel,77,72,0
685.38,21,France,mobile,transfer,4,0.81,1,1,0,groceries,21,40,0
94.32,17,Germany,web,withdrawal,6,-1.29,0,1,0,electronics,96,64,0
4378.93,9,South Africa,web,purchase,1,-0.62,0,1,0,food,91,29,0
1112.19,13,USA,web,payment,2,-0.4,1,1,0,groceries,16,50,0
2698.06,22,Madagascar,mobile,purchase,3,-0.77,1,0,1,luxury,65,14,0
1327.33,8,France,ATM,payment,2,-0.15,1,1,1,gaming,3,8,0
1235.33,1,Russia,web,purchase,4,-1.18,0,0,0,gaming,22,51,0
1386.76,8,Russia,mobile,purchase,1,-1.54,1,0,1,gaming,87,33,0
1517.96,20,Madagascar,web,withdrawal,1,-0.69,0,1,0,luxury,3,57,0
6478.45,16,Madagascar,ATM,payment,3,-0.52,0,1,0,travel,64,10,0
5290.37,4,Russia,mobile,withdrawal,2,-0.82,1,1,0,electronics,56,94,1
890.7,13,USA,web,purchase,3,-1.52,1,1,0,gaming,66,38,0
1020.72,17,Germany,ATM,withdrawal,1,-1.61,0,0,0,food,60,17,0
4355.18,23,USA,ATM,purchase,1,-0.96,0,1,0,food,37,48,0
8539.88,18,Germany,mobile,transfer,4,0.07,0,1,0,gaming,33,29,0
8409.7,8,Madagascar,web,transfer,3,1.25,1,0,1,electronics,74,92,0
1093.45,20,France,mobile,payment,3,0.71,0,1,0,luxury,82,95,0
8016.93,2,Nigeria,ATM,payment,5,0.5,0,0,1,food,23,35,0
504.58,16,South Africa,ATM,withdrawal,2,2.23,0,1,0,groceries,33,31,0
2433.57,3,South Africa,ATM,transfer,5,-0.91,0,1,0,travel,50,93,1
4851.42,6,Russia,ATM,payment,2,-0.12,1,1,0,gaming,37,51,0
372.86,2,USA,ATM,payment,2,-0.07,1,1,0,luxury,23,96,1
24169.75,8,Nigeria,ATM,withdrawal,2,-0.35,1,1,1,travel,25,60,1
11233.94,20,France,mobile,purchase,3,-1.02,1,1,0,food,62,86,1
5693.06,13,Germany,mobile,payment,1,-0.34,0,1,0,travel,74,16,0
1135.66,11,Germany,mobile,transfer,1,-0.53,0,1,1,travel,98,92,0
2784.7,5,USA,mobile,purchase,4,1.64,1,0,0,travel,0,26,0
6570.99,22,South Africa,web,transfer,1,-0.52,1,1,0,luxury,22,41,0
970.04,9,Madagascar,mobile,withdrawal,2,2.37,0,0,1,luxury,47,93,0
2488.72,13,South Africa,ATM,purchase,8,0.41,1,1,0,gaming,9,61,0
7408.5,20,USA,web,withdrawal,3,-0.72,1,1,0,luxury,6,40,0
668.75,17,Madagascar,web,transfer,9,-0.13,1,0,0,groceries,81,73,0
4156.48,2,Madagascar,web,transfer,5,-1.33,1,0,0,gaming,75,76,0
515.55,15,Germany,web,purchase,3,-0.96,1,0,1,luxury,43,81,0
1159.97,10,Russia,mobile,payment,6,0.8,1,0,1,travel,42,8,0
1799.76,12,France,web,transfer,3,-0.94,0,0,0,electronics,98,80,0
4981.85,8,Germany,ATM,payment,3,0.24,1,0,1,travel,77,84,0
1479.13,13,Madagascar,ATM,withdrawal,4,-0.13,0,1,1,luxury,14,94,0
3379.72,14,USA,mobile,purchase,4,0.14,1,0,0,gaming,8,38,0
1499.33,18,Madagascar,ATM,purchase,4,-0.83,0,1,0,electronics,45,25,0
1753.52,1,USA,web,withdrawal,2,1.37,1,0,0,food,25,88,1
10411.45,23,Russia,mobile,withdrawal,0,-0.59,1,0,0,travel,23,63,0
943.67,12,France,web,transfer,2,-1.11,0,0,1,gaming,9,96,0
6368.72,23,Nigeria,mobile,payment,4,-1.0,1,1,0,electronics,37,10,0
2977.79,22,Germany,mobile,payment,2,-2.39,1,0,1,luxury,61,35,0
1676.47,17,USA,mobile,payment,5,-0.38,0,1,0,gaming,62,36,0
882.25,1,Germany,mobile,purchase,1,0.51,0,1,0,travel,82,1,0
947.44,2,Nigeria,web,purchase,3,0.41,0,1,1,food,78,57,0
1424.18,13,USA,web,withdrawal,3,1.44,0,1,0,travel,97,0,0
2565.59,0,Madagascar,web,transfer,3,0.58,1,1,0,food,45,29,1
5450.76,11,Nigeria,ATM,purchase,3,-0.33,1,0,1,gaming,61,87,0
2207.82,4,South Africa,web,purchase,2,-1.33,1,0,0,electronics,95,74,0
2360.64,18,Russia,mobile,transfer,1,-0.08,1,0,0,electronics,59,78,0
2740.81,19,Germany,mobile,transfer,6,0.36,1,1,1,luxury,99,1,0
4801.95,8,France,mobile,payment,2,0.32,1,1,0,gaming,21,35,0
5680.55,22,Nigeria,web,withdrawal,1,1.08,1,0,1,travel,60,5,0
744.74,6,Madagascar,mobile,purchase,2,1.06,1,0,0,travel,29,86,0
2248.29,2,USA,mobile,purchase,2,-0.24,1,1,0,electronics,66,21,1
10172.1,6,Russia,web,purchase,2,0.12,1,0,0,gaming,17,28,0
799.41,14,Madagascar,mobile,transfer,6,-0.27,0,0,1,food,63,93,0
3210.92,10,Madagascar,web,purchase,4,-1.18,0,1,0,luxury,2,66,0
2512.81,9,Russia,web,withdrawal,4,2.17,0,0,0,food,55,75,0
1691.42,0,South Africa,ATM,purchase,1,-0.13,0,0,0,electronics,97,35,0
14629.31,8,Madagascar,mobile,payment,6,-1.41,1,0,1,travel,86,2,0
3092.81,2,Madagascar,ATM,purchase,2,0.08,1,0,1,groceries,89,88,1
13509.45,5,USA,ATM,payment,1,1.39,1,0,1,food,11,80,0
2997.78,17,Nigeria,ATM,withdrawal,4,0.8,1,1,0,groceries,0,93,1
4723.27,3,Madagascar,ATM,purchase,1,-1.14,1,0,0,travel,47,44,0
1673.68,18,USA,ATM,transfer,6,0.4,0,0,0,gaming,38,51,0
1692.41,5,South Africa,mobile,withdrawal,4,-0.09,0,1,0,groceries,76,80,0
4488.83,0,Germany,mobile,withdrawal,3,-1.44,1,1,1,gaming,5,6,1
4571.96,3,France,ATM,payment,3,-0.95,0,0,0,gaming,25,96,0
5420.74,0,Nigeria,ATM,transfer,4,-0.52,1,0,0,travel,42,48,0
4344.55,16,Germany,ATM,transfer,5,-0.44,1,0,0,groceries,39,81,0
783.35,3,South Africa,mobile,payment,2,-0.17,1,0,0,luxury,45,67,0
1330.93,20,Nigeria,web,transfer,4,0.91,0,0,0,food,69,99,0
6973.99,6,Madagascar,web,withdrawal,1,0.86,0,0,0,travel,58,95,0
420.54,7,South Africa,web,purchase,4,-0.81,1,1,1,electronics,87,73,0
3994.23,2,USA,web,transfer,6,-0.1,1,0,0,electronics,67,0,0
2665.43,11,USA,ATM,withdrawal,2,0.95,1,1,1,food,0,2,0
6971.47,18,Germany,mobile,payment,2,-0.47,1,1,1,electronics,96,78,0
4521.6,9,France,ATM,transfer,1,-0.87,0,0,0,luxury,44,56,0
1534.59,19,Nigeria,web,transfer,8,-0.61,1,0,0,luxury,61,32,0
1466.52,5,Russia,mobile,withdrawal,3,0.85,0,0,0,gaming,51,71,0
1767.31,17,Germany,ATM,withdrawal,8,0.56,0,0,1,luxury,20,55,0
5324.44,5,France,ATM,purchase,2,-1.52,1,1,0,luxury,97,2,1
298.21,21,Germany,mobile,withdrawal,3,1.75,1,0,1,gaming,80,2,0
3489.03,17,Madagascar,ATM,purchase,6,0.33,1,0,0,travel,95,67,0
1232.7,4,Russia,mobile,purchase,4,1.59,1,1,0,electronics,10,54,1
3607.73,10,Madagascar,ATM,purchase,2,-0.06,0,0,0,luxury,84,93,0
4206.97,6,Madagascar,ATM,purchase,3,0.13,1,1,1,luxury,34,92,1
565.48,8,USA,ATM,transfer,1,-0.26,1,0,1,electronics,52,10,0
2375.9,2,Germany,web,withdrawal,2,0.47,0,1,0,travel,55,2,0
3482.73,22,Madagascar,ATM,payment,3,-0.9,0,0,0,travel,86,62,0
3255.01,18,South Africa,mobile,transfer,2,-1.2,0,0,1,gaming,82,75,0
2638.06,11,South Africa,mobile,purchase,1,0.47,1,0,0,electronics,93,88,0
879.29,17,Germany,ATM,withdrawal,2,0.14,0,0,0,electronics,48,65,0
1023.9,14,Nigeria,mobile,transfer,1,1.06,0,0,0,food,12,30,0
751.41,19,South Africa,mobile,withdrawal,3,0.29,1,0,0,electronics,39,71,0
5187.7,23,South Africa,mobile,withdrawal,4,0.12,1,0,0,electronics,57,85,0
2655.61,4,Nigeria,ATM,transfer,2,-0.08,1,1,1,groceries,85,1,1
2830.61,7,USA,ATM,transfer,3,-0.18,1,0,1,gaming,76,27,0
541.59,21,Madagascar,web,transfer,1,-1.28,1,1,1,luxury,27,27,0
2882.45,11,South Africa,mobile,withdrawal,5,1.72,1,0,0,luxury,8,89,0
5617.47,16,USA,web,transfer,4,-0.33,0,1,1,food,24,40,0
472.56,18,USA,mobile,purchase,3,-1.11,0,0,1,luxury,67,38,0
1745.15,23,Madagascar,web,purchase,3,-1.07,0,0,0,gaming,98,49,0
619.96,13,France,web,purchase,2,-1.62,0,0,0,travel,60,48,0
1958.08,15,Nigeria,ATM,withdrawal,3,0.26,1,1,1,travel,89,24,0
1210.77,14,Russia,mobile,transfer,3,0.45,0,0,0,electronics,73,9,0
4362.97,3,Russia,web,purchase,6,-0.7,1,1,1,luxury,74,99,1
3530.66,17,USA,ATM,withdrawal,5,-0.57,1,1,0,gaming,84,46,0
10845.49,7,France,mobile,transfer,2,-1.15,1,1,1,food,18,99,1
2824.04,4,South Africa,web,payment,2,-1.01,1,1,1,food,10,96,1
4181.76,16,Germany,ATM,transfer,4,-0.3,0,0,0,gaming,73,40,0
1706.66,7,Germany,mobile,payment,2,-0.46,1,0,0,travel,27,30,0
989.24,12,Germany,ATM,transfer,2,-0.73,1,0,0,electronics,33,63,0
6868.92,8,Madagascar,mobile,transfer,6,0.77,0,0,1,food,17,7,0
10334.62,23,USA,ATM,transfer,4,-0.07,1,0,0,travel,23,99,0
6036.96,13,Madagascar,web,purchase,2,-1.01,1,0,0,electronics,29,65,0
3398.97,16,South Africa,mobile,payment,3,0.05,0,1,0,luxury,75,97,0
1125.41,21,Nigeria,ATM,payment,3,2.8,1,1,0,travel,76,52,0
9335.95,5,USA,web,transfer,3,0.09,1,0,0,groceries,32,99,1
5321.49,6,South Africa,mobile,withdrawal,1,-1.98,0,0,1,groceries,34,4,0
22581.33,0,South Africa,mobile,payment,7,0.2,0,1,1,electronics,46,25,1
939.71,23,South Africa,mobile,payment,5,0.6,0,0,0,food,69,59,0
7062.59,3,Nigeria,web,purchase,4,-0.35,1,1,0,luxury,75,6,1
5162.14,19,Russia,ATM,payment,4,-1.43,0,1,1,groceries,67,56,0
2117.46,10,Germany,mobile,transfer,4,0.43,1,0,0,electronics,41,69,0
11659.01,9,USA,web,purchase,4,-0.5,1,0,0,luxury,16,60,0
4457.51,12,France,ATM,transfer,2,0.56,0,1,0,travel,33,57,0
1168.07,19,France,mobile,withdrawal,3,0.92,0,1,1,luxury,16,92,0
2648.27,21,USA,web,payment,3,-0.16,1,1,1,luxury,74,25,0
1154.18,12,South Africa,ATM,transfer,1,-0.75,0,1,1,electronics,0,43,0
1865.87,21,USA,web,withdrawal,5,0.72,0,1,0,electronics,10,89,0
6025.92,5,Germany,mobile,transfer,0,-0.79,1,1,1,food,53,75,1
8016.64,17,USA,web,payment,1,0.04,1,1,0,groceries,49,67,0
3719.01,20,South Africa,web,transfer,2,-1.08,0,1,0,gaming,31,92,0
1408.0,11,South Africa,mobile,purchase,5,-0.69,0,1,0,gaming,85,26,0
4366.03,1,France,ATM,transfer,1,1.55,1,1,1,electronics,37,87,1
6145.03,5,Madagascar,ATM,transfer,4,-1.02,0,1,0,travel,66,56,0
414.84,6,South Africa,web,withdrawal,3,0.46,1,1,0,travel,87,6,0
3349.21,21,Germany,web,withdrawal,3,-0.41,1,1,1,gaming,20,97,1
2464.66,2,Germany,mobile,withdrawal,0,-0.87,0,0,1,electronics,63,54,0
7736.55,10,South Africa,ATM,payment,0,-0.5,1,0,0,gaming,69,21,0
4383.88,20,Nigeria,mobile,withdrawal,4,-0.7,0,0,1,groceries,56,61,0
4838.46,8,South Africa,ATM,withdrawal,2,0.65,0,0,1,gaming,96,67,0
1841.05,13,South Africa,mobile,payment,6,0.49,0,0,0,groceries,48,70,0
2985.89,10,Russia,web,purchase,2,1.14,0,0,0,gaming,46,85,0
7659.37,5,France,mobile,purchase,3,-0.11,1,1,0,food,8,82,1
2793.69,18,France,web,withdrawal,3,-0.74,1,0,1,electronics,73,43,0
3549.88,14,Germany,mobile,purchase,2,0.7,0,0,1,electronics,12,84,0
641.65,13,Madagascar,web,payment,4,1.07,1,0,0,food,78,64,0
2783.49,11,USA,ATM,withdrawal,7,0.47,0,1,1,electronics,6,33,0
398.62,12,Russia,mobile,payment,3,-0.69,1,0,1,food,71,99,0
1779.09,4,Nigeria,web,purchase,2,0.03,1,1,1,food,82,94,1
3176.44,11,France,web,payment,2,0.89,0,0,1,travel,80,5,0
6419.08,16,Russia,mobile,withdrawal,2,-0.75,1,0,0,electronics,42,95,0
1097.55,18,Russia,web,payment,2,0.2,1,1,1,food,20,88,1
4331.56,2,USA,mobile,purchase,2,0.07,1,0,1,electronics,42,8,0
12945.37,17,USA,web,transfer,2,0.18,0,1,1,luxury,88,83,0
1570.67,17,Madagascar,ATM,payment,2,-1.51,1,1,1,electronics,33,9,0
634.57,8,Nigeria,ATM,transfer,4,0.99,1,1,1,electronics,48,0,0
3983.2,2,Nigeria,web,withdrawal,6,0.04,0,0,1,luxury,33,35,0
905.06,10,Madagascar,web,transfer,2,-1.65,0,1,1,groceries,37,68,0
1314.22,19,Russia,mobile,withdrawal,2,-0.04,0,0,0,gaming,57,66,0
7505.09,15,Germany,mobile,transfer,4,-0.4,0,0,1,food,64,97,0
19475.24,14,Madagascar,ATM,withdrawal,5,0.14,1,1,0,travel,45,80,1
1095.88,5,Nigeria,ATM,withdrawal,3,0.66,1,0,1,groceries,28,34,0
1425.93,8,South Africa,mobile,payment,3,-2.05,1,1,1,luxury,1,43,0
1920.1,0,France,ATM,payment,3,0.74,0,1,1,groceries,11,31,0
1723.64,13,Madagascar,mobile,transfer,1,-0.39,1,0,0,gaming,88,3,0
20605.07,18,South Africa,ATM,payment,4,-1.14,1,0,0,travel,41,77,0
1753.61,2,Germany,mobile,purchase,9,-0.36,0,1,0,gaming,37,98,1
2022.82,21,Germany,mobile,purchase,3,-1.29,1,0,0,electronics,45,99,0
15005.58,8,USA,ATM,payment,5,0.4,0,1,1,electronics,40,19,0
5306.44,8,Madagascar,mobile,transfer,2,1.43,0,1,1,gaming,39,65,0
7989.63,4,Russia,ATM,withdrawal,4,0.04,1,1,1,food,59,4,1
1204.58,5,Madagascar,web,payment,3,-0.55,0,1,0,food,67,61,0
1754.29,20,South Africa,web,purchase,2,-0.06,1,1,0,luxury,99,71,0
1053.93,23,South Africa,mobile,payment,1,0.38,0,1,0,travel,68,91,0
6642.62,11,Nigeria,ATM,withdrawal,4,-0.14,1,0,0,gaming,21,16,0
10150.14,6,Germany,web,purchase,1,-0.59,1,1,1,food,46,99,1
1636.35,6,Russia,mobile,withdrawal,3,1.25,0,1,1,food,4,29,0
2070.94,19,Germany,web,purchase,1,-0.76,1,0,0,gaming,17,16,0
2163.56,9,USA,web,purchase,8,1.83,1,1,0,groceries,85,54,0
634.46,15,South Africa,ATM,purchase,3,0.75,1,0,1,travel,40,83,0
1519.56,16,France,ATM,purchase,2,1.64,0,0,1,groceries,63,61,0
6459.24,12,Nigeria,mobile,payment,2,0.13,0,1,1,groceries,19,65,0
1242.13,4,France,mobile,purchase,2,-0.09,0,0,0,gaming,27,61,0
3271.43,13,South Africa,web,transfer,4,0.53,1,0,1,food,53,70,0
805.92,8,South Africa,web,withdrawal,3,-1.25,0,0,0,luxury,68,49,0
2581.17,13,Madagascar,web,transfer,2,-0.08,0,0,0,travel,82,86,0
1697.1,7,Nigeria,mobile,transfer,4,-1.68,1,0,0,groceries,65,33,0
878.6,19,France,web,transfer,4,0.63,0,0,0,food,30,26,0
6570.77,9,Germany,web,withdrawal,1,0.72,1,1,1,groceries,59,86,1
6950.91,8,France,web,payment,8,-1.31,1,1,1,luxury,70,47,0
1130.55,21,Germany,ATM,purchase,2,0.7,0,0,0,travel,70,8,0
2401.42,6,Nigeria,mobile,payment,3,-0.53,0,1,0,luxury,99,36,0
3116.04,9,Russia,mobile,purchase,3,-0.95,0,0,0,luxury,16,95,0
485.53,9,Russia,mobile,transfer,8,-0.77,0,0,1,gaming,54,19,0
737.24,7,Nigeria,ATM,withdrawal,2,-1.1,1,1,1,travel,8,77,0
10789.02,16,Russia,ATM,transfer,1,-0.1,1,1,1,food,3,98,1
1027.49,19,Nigeria,web,payment,1,1.04,0,0,0,luxury,42,14,0
10490.06,5,South Africa,mobile,purchase,2,0.81,1,0,0,groceries,86,73,0
776.34,19,Germany,web,purchase,2,1.39,1,1,1,electronics,57,18,0
5760.78,18,Nigeria,mobile,payment,4,-1.4,0,0,0,gaming,42,83,0
2183.53,12,Russia,ATM,withdrawal,2,0.25,1,1,0,travel,53,69,0
2513.0,4,France,ATM,purchase,1,0.32,1,1,0,luxury,40,8,1
19071.22,3,South Africa,ATM,payment,3,0.99,0,0,0,travel,24,64,0
850.49,20,USA,ATM,transfer,1,0.7,1,0,0,food,14,58,0
5403.48,11,Nigeria,ATM,withdrawal,6,0.45,1,0,0,electronics,67,21,0
5184.82,14,Germany,mobile,payment,2,-1.19,0,0,1,luxury,1,97,0
85354.92,1,USA,web,transfer,6,-0.44,0,0,1,luxury,83,88,1
1015.23,14,France,ATM,withdrawal,6,0.57,0,0,1,gaming,34,18,0
1594.02,18,France,mobile,transfer,6,0.01,1,0,0,gaming,91,23,0
6740.72,7,USA,web,purchase,2,-0.06,0,0,0,electronics,8,36,0
2439.96,14,South Africa,web,purchase,3,-0.31,0,1,0,electronics,92,62,0
1876.1,23,Nigeria,mobile,withdrawal,1,0.59,1,0,1,luxury,82,74,0
7766.01,9,Madagascar,mobile,payment,0,-0.56,1,0,0,electronics,18,42,0
2283.42,12,France,mobile,withdrawal,0,-1.23,0,0,1,electronics,42,82,0
1221.87,23,Nigeria,web,withdrawal,1,-3.06,1,0,1,travel,89,49,0
6162.33,18,Madagascar,web,purchase,4,-0.42,1,0,1,luxury,94,39,0
4338.52,0,Madagascar,ATM,transfer,4,-0.2,1,0,1,groceries,67,87,1
2180.16,10,France,web,transfer,1,-0.88,1,1,1,gaming,73,39,0
2079.12,17,Russia,web,purchase,2,1.01,1,1,0,gaming,39,99,1
1194.03,18,France,mobile,purchase,4,2.15,0,1,0,electronics,40,11,0
6155.47,17,USA,mobile,purchase,5,-0.06,1,1,1,gaming,13,72,0
2079.52,18,Germany,web,transfer,5,-2.86,1,1,0,groceries,47,60,0
1380.44,6,France,mobile,transfer,3,0.07,1,1,0,food,89,50,0
824.23,4,USA,web,purchase,3,0.38,0,1,1,travel,97,4,0
4412.31,13,Russia,web,withdrawal,2,-1.15,0,0,0,food,61,79,0
1792.59,10,South Africa,mobile,transfer,1,-0.52,1,1,1,gaming,11,91,1
398.35,10,South Africa,mobile,payment,1,1.61,1,0,1,travel,64,2,0
894.92,20,France,web,payment,4,0.32,0,0,0,gaming,4,27,0
2359.97,1,Madagascar,mobile,purchase,5,-1.06,1,0,0,gaming,10,23,0
2427.12,8,France,ATM,withdrawal,3,0.0,1,0,0,food,81,45,0
2336.61,0,Russia,ATM,withdrawal,8,2.04,1,0,0,groceries,1,59,0
2032.95,14,Russia,mobile,withdrawal,5,0.64,0,0,1,luxury,68,99,0
681.4,23,France,ATM,payment,2,-0.9,1,1,1,electronics,60,70,0
1243.21,7,USA,mobile,purchase,0,1.73,1,1,0,luxury,38,35,0
9737.86,1,France,web,withdrawal,4,-0.1,1,1,1,luxury,78,17,1
8402.03,5,Madagascar,ATM,withdrawal,2,1.28,0,0,0,groceries,4,40,0
5313.21,1,Madagascar,mobile,withdrawal,2,1.57,1,0,0,food,56,86,1
4863.45,16,Nigeria,web,transfer,5,-0.43,1,0,0,travel,64,2,0
7366.93,6,Russia,web,withdrawal,4,0.35,0,0,0,luxury,88,33,0
971.85,2,Madagascar,web,withdrawal,3,-1.58,1,0,0,gaming,49,41,0
3080.75,23,France,mobile,transfer,2,-0.25,0,0,0,food,98,67,0
972.37,18,France,web,payment,2,-0.79,1,1,0,luxury,9,4,0
989.39,11,USA,ATM,purchase,2,0.85,1,1,1,groceries,52,23,0
4307.29,17,Germany,web,payment,4,1.2,0,1,1,travel,34,24,0
7682.89,23,Madagascar,ATM,transfer,2,0.78,1,0,0,electronics,22,25,0
2455.66,7,France,ATM,payment,2,-0.92,0,1,0,food,71,71,0
15506.28,11,USA,ATM,purchase,3,1.11,0,1,1,electronics,73,95,1
3684.11,0,South Africa,mobile,transfer,3,-0.28,0,0,0,travel,78,5,0
1370.89,0,France,web,purchase,2,0.05,0,1,0,groceries,54,93,1
1005.53,9,Madagascar,ATM,purchase,2,-1.44,0,0,0,gaming,63,13,0
8251.34,2,France,web,withdrawal,3,0.83,1,1,1,food,19,27,1
3389.57,9,Nigeria,ATM,purchase,2,0.21,1,1,1,gaming,56,61,0
5860.84,3,Russia,web,withdrawal,3,0.78,0,1,1,gaming,71,4,0
208.94,23,Nigeria,ATM,transfer,4,-0.05,0,1,0,electronics,31,66,0
3807.29,11,Russia,ATM,transfer,5,0.17,1,0,1,groceries,69,57,0
1786.88,13,France,ATM,withdrawal,4,-1.47,0,1,1,luxury,38,85,0
739.7,7,France,web,transfer,4,-0.31,1,0,1,food,43,46,0
2799.84,23,Russia,mobile,withdrawal,5,-0.1,1,0,0,food,46,41,0
8882.28,6,Germany,web,purchase,3,0.93,0,0,1,groceries,8,45,0
28745.26,0,South Africa,web,payment,1,2.53,1,1,0,groceries,44,85,1
3797.71,16,Nigeria,ATM,purchase,2,-2.37,1,1,1,food,48,73,0
1466.82,20,Madagascar,ATM,withdrawal,3,1.06,0,1,1,luxury,51,48,0
1380.91,14,Russia,mobile,purchase,3,-0.58,0,1,0,food,85,52,0
7809.78,14,Russia,mobile,transfer,2,-1.64,1,0,1,electronics,97,51,0
1100.07,4,USA,web,withdrawal,3,0.97,0,0,0,gaming,22,30,0
5554.85,20,France,mobile,transfer,3,1.45,0,0,0,groceries,18,19,0
3998.53,0,France,ATM,withdrawal,4,-1.08,1,1,1,travel,20,2,1
3579.94,18,Russia,ATM,transfer,4,-1.45,0,1,1,food,56,15,0
621.34,0,France,web,transfer,2,0.34,1,0,0,groceries,6,50,0
2086.08,1,Russia,web,payment,2,-1.88,0,1,0,food,41,62,0
693.56,10,Germany,ATM,payment,1,-0.79,1,1,0,travel,40,88,1
1655.32,11,USA,web,payment,1,0.62,0,1,0,food,21,87,0
7458.72,10,South Africa,ATM,payment,5,1.15,1,0,1,food,8,29,0
10209.34,7,France,mobile,transfer,1,0.35,1,0,1,travel,77,67,0
3692.09,19,Russia,web,purchase,2,0.64,0,1,1,gaming,58,97,0
1685.23,3,Madagascar,mobile,transfer,5,-0.37,1,0,1,luxury,92,66,0
14590.11,20,South Africa,web,transfer,5,-0.45,1,1,1,travel,77,28,0
1663.05,1,Russia,web,payment,7,0.32,0,1,0,groceries,30,86,1
957.49,8,Nigeria,mobile,transfer,2,0.12,0,1,1,travel,21,85,0
5981.84,12,South Africa,ATM,withdrawal,4,0.52,1,1,0,luxury,16,64,0
4711.37,9,Russia,mobile,purchase,1,-1.37,0,0,1,groceries,11,87,0
1732.68,8,South Africa,web,transfer,4,-0.58,1,1,1,gaming,34,73,0
3295.21,12,Nigeria,web,purchase,5,-0.43,1,0,1,travel,0,44,0
4638.56,2,Russia,web,payment,1,1.73,1,1,1,food,71,20,1
3654.37,16,France,mobile,purchase,5,-0.89,0,0,0,electronics,29,95,0
4717.05,17,Nigeria,web,withdrawal,2,0.43,1,1,0,gaming,24,60,0
1797.74,7,Germany,web,purchase,4,-1.13,1,1,0,food,84,85,1
5045.46,23,France,web,transfer,1,2.32,1,1,0,groceries,50,92,1
3033.76,12,South Africa,mobile,transfer,5,-0.31,0,1,0,electronics,62,7,0
1859.74,17,Madagascar,mobile,purchase,3,-1.73,0,0,0,gaming,83,9,0
2331.15,15,Russia,ATM,purchase,1,-0.5,1,0,0,luxury,98,20,0
2702.95,20,Nigeria,ATM,transfer,5,-0.72,1,0,0,gaming,43,58,0
702.48,13,USA,web,purchase,2,0.99,0,1,0,food,15,18,0
1577.1,12,France,ATM,purchase,1,-1.09,1,0,0,luxury,25,59,0
3180.86,3,France,mobile,withdrawal,4,-0.64,1,1,1,luxury,69,46,1
